代號,五年均,y18,y17,y16,y15,y14,y13,y12,y11,y10,y09,y08,y07,y06,y05,y04,y03,y02,y01
1732,0.000,0,0,0,0,0,0,0.4,0.5,0.6,0,0.5,0,0,0,0,0,0,0.5
1733,2.208,1.5,1.5,2.24,2.5,3.3,4.5,4.99,4.2,3.1,1.5,4,2.34,1.96,2,0.88,0.62,0,0
1734,0.420,0.2,0.1,0.2,0.8,0.8,0.6,0.35,0.65,0.55,0.33,0.64,0.5,0.5,0.45,0.3,0.3,0.2,0
1735,0.620,0.5,0.5,1,0.6,0.5,0.6,0.28,0.5,1.1,0,0.4,0.3,0.7,0.6,1.4,1,0.6,1.88
1736,1.190,0.3,1.15,1,1.5,2,1.5,1.95,0.5,0.3,0.3,1,3,2.25,1.5,1,1,0,0
1737,1.124,1.5,1.5,1.12,1,0.5,0.26,0.68,0.6,0.6,0,0.5,1.3,1,3.7,2,16.05,0.11,0.17
1760,0.670,1.5,0.9,0.8,0.15,0,0,0,0,0,,,,,,0,,,
1762,0.800,0.5,0.5,1.5,0.5,1,1.5,1.5,2,2.5,0,,,,,,,,
1773,3.240,4.6,4,3,2.6,2,3,2.6,4,2.5,1.5,3,1,1,2,1,1,,0.5
1776,1.358,1.5,1.6,1.59,1.2,0.9,0.9,0.6,0.9,2,1.5,2,1.5,1.2,1,1.5,4,,
1783,0.030,0.15,0,0,0,0,0,0,0,,,,,,,,,,
1786,0.280,0.2,0,0.5,0,0.7,0,0,0,0,0,,,,,,,,
1789,0.496,0.48,0.3,0.3,0.2,1.2,1.2,1,0.1,,,,,,,,,,
1802,0.120,0.5,0,0,0,0.1,0.1,0.45,0.6,0.2,0.2,0.4,0.24,0.4,0.5,0.4,0.3,1,0.8
1805,0.100,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,0.020,0,0,0,0,0.1,0,0.5,1.18,0.5,0.05,0.3,0.11,0,0,0,0,0,0
1808,3.588,3.54,5.07,5.01,4.01,0.31,3,4.73,1.5,0.22,0.2,1,0.5,0,0,0,0,0,0
1809,0.310,0.2,0.3,0.2,0.5,0.35,0.3,0.5,0.5,0.2,0,0.1,0.1,0.2,0,0,0,0,0
1810,0.226,0.3,0,0.2,0.3,0.33,0,0.45,0,0,0,0,0,0,0,0,0,0,0
1817,1.980,2.3,2.2,2,1.8,1.6,1.2,1,,,,,,,,,,,
1902,0.066,0.33,0,0,0,0,0,0.5,0.6,0,0,0,0,0,0,0,0,0,0
1903,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,0.550,0.7,0.5,0.6,0.35,0.6,0.6,0.3,0.6,0.7,0,0.4,0.7,0.5,0.7,0.3,0.3,0,0.3
1905,0.310,0.5,0.35,0.6,0.1,0,0,0,1,0,0.15,1.1,0.6,0.9,0.7,0.5,0.12,0,0.5
1906,0.530,1,1.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,0.340,0.6,0,0.3,0.4,0.4,0.4,0.8,0.55,0.6,0,0.4,0.6,0.5,0.55,0.8,0.2,0.1,0.15
1909,1.188,1.75,1.49,1,0.9,0.8,0.4,0,0.71,0.51,0,0,0.3,0.61,0.6,0.3,0.2,0,0
2002,0.786,0.88,0.85,0.5,1,0.7,0.4,1.01,1.99,1.01,1.3,3.5,2.78,3.75,3.9,3,1.4,0.8,1.5
2006,1.340,1.4,1.3,1.1,1.3,1.6,1.3,1.6,1.2,1.02,1.5,3.2,3.1,2.59,1.5,0.7,0,0,0.19
2007,0.000,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
2008,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0.180,0,0,0,0.4,0.5,0,0,1.1,0.6,0,0.9,1.4,0.3,0.6,0.49,0.05,0,0
2010,0.680,0.5,0.7,0.5,0.5,1.2,0.5,0.6,0.6,0.55,0.2,0.3,0.35,1.2,1.5,1,1.5,1,0.63
2012,0.600,0.75,0.75,0.5,0.5,0.5,0,0,0,0,0.6,0.5,0.5,0.5,0,0,0,0,0
2013,0.660,0.24,0.26,0.5,0.8,1.5,2.1,2,1.5,1,0.9,1.2,1.1,0.7,0.3,0.2,0.35,0.8,0.8
2014,0.000,0,0,0,0,0,0,0,0.6,0,0,1.77,0.25,0,0.55,0,0,0,0
2015,2.900,3.5,3,2.5,2.5,3,2.5,3,2.75,2,2,3,3.25,2.75,2.5,1.6,1,0.3,0.5
2017,0.160,0.45,0.35,0,0,0,0,0.25,0,0,0,0,0,0,0.3,0.2,0,0,0
2020,0.706,1.42,0.8,0,0.8,0.51,0.2,0,0.8,0.45,0,2.65,2.7,0.2,2.5,1.5,1.6,0.3,0
2022,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2023,0.200,0.2,0.4,0,0.2,0.2,0,0.3,0.3,0.3,0.2,0.5,0.7,0.3,1,1.5,0.6,0,0.4
2024,0.500,0.8,0.6,0.3,0.8,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
2025,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0.602,0.8,0.5,0.5,0.61,0.6,0.2,1.2,0,0.31,0,3.05,3,1.5,1.8,0.35,0.2,0,0
2028,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,1.500,1.75,2.45,1,1.15,1.15,0.35,1.1,0.35,0.25,1.5,1.8,3,2,4.2,3,2.3,1,1.2
2030,0.360,1,0.3,0,0.5,0,0,0,0,0,0,0.6,1.6,1.38,0.5,0,0.2,0.25,0
2031,1.276,1.98,1.8,0.6,1,1,0.5,1,2,0.6,0.6,1.78,1.46,0.5,1.5,1.25,1,0.2,0.2
2032,0.340,0.1,0.4,0.2,0.25,0.75,0,0.1,0.4,0.2,0,0.5,0.5,0,1.5,0.5,1,0.5,0.7
2033,0.100,0.2,0.3,0,0,0,0.7,0.7,0.8,0,0.4,0.3,0.2,0,0.6,0,0.4,0,0
2034,1.620,1.8,1.8,1,2,1.5,0.7,1.2,1.21,0.5,0.2,1.52,2.99,0,3.2,1,0,0,0.8
2038,0.000,0,0,0,0,0,0.28,1.1,0.3,0,2,1.5,1,1,1,0.8,,,
2049,2.620,3.5,1.6,2.1,3.2,2.7,2.7,5.5,3,0.3,0.6,1.6,1.2,0.8,0.6,0.5,0.2,0,0
2059,7.970,5,8.25,10.1,9,7.5,5.94,4.5,5.5,5,3,4,3.5,4,3.5,2,1,,0.5
2062,1.896,0.3,1,1,2.68,4.5,2,2.2,3.5,2.33,1.1,2,2.12,,,,,,
2069,1.145,1.54,1.64,0.6,0.8,,,,,,,,,,,,,,
2101,0.622,0.71,1.14,0.2,0,1.06,0,0.53,0.52,0,0,0.5,0.52,1,0,0,0,0,0
2102,0.130,0,0.1,0.2,0.15,0.2,0.1,0.05,0.05,0.2,0,0.65,0.65,0.6,0.5,1.5,0,0,0
2103,1.182,0.96,1,1.06,1.52,1.37,2.6,5,3.5,3.2,2.8,4.4,2.75,2,1.65,0.9,0,0.35,0
2104,1.600,1.8,1.5,1.15,2.4,1.15,2.2,1.6,1.6,1.4,1.5,2,1.2,1.05,0.42,0,0,0,0
2105,2.760,1.8,3,3,3,3,1.5,1.4,2,2,1,1.2,0.75,0.75,1,1,0.85,0.68,0.6
2106,1.890,1.2,2,2.2,2.25,1.8,1.7,1.35,1.1,1.1,0.25,0,0,0,0.3,0.5,0.6,0,0
2107,1.374,0.65,0.55,0.87,2.8,2,1.8,1.6,2.6,1.2,0.5,0.35,0.35,0,0.3,0,0,0,0
2108,0.930,1,1,2,0.25,0.4,0.5,1.5,0.9,0.8,0.8,1,0.8,0.6,0.25,0.3,0.6,0,0.4
2109,0.376,0,0.2,0.2,1.2,0.28,0,0,0,0,0,0,0,0,0.22,0,0,0.2,0.3
2114,5.000,5,5,5,5,5,5,4,2.99,1.5,1,3,2.06,1.5,0.75,0.2,,,
2115,1.460,1.5,1,2.2,2.1,0.5,1.05,,,,,,,,,,,,
2201,0.676,0.58,0.5,0.9,0.7,0.7,0.8,1,1,0.35,0.08,0.6,0.84,1.5,1.85,2.35,1.5,0.2,0.7
2204,1.430,1.8,1.6,1.5,1.15,1.1,0.9,1.2,1,0.3,0,0.4,0.95,1.5,2,2.53,3.75,1.25,1.15
2206,0.610,1.02,1.03,1,0,0,0.45,0.45,0.1,0,0,0.5,1,1,1.35,0.57,0,0,0.5
2207,11.820,12,12,12,10.5,12.6,9,8,6,4,2.5,4.2,4.2,5.5,4,2.5,1.8,1.5,1.5
2208,0.300,0,0,0.5,0.5,0.5,0.8,1,1.8,1.1,1,0,,,,,0,,
2227,20.994,21,22,12.5,30,19.47,13.3,10.2,5.6,0,0,1.7,3.1,7.3,6.3,,,,
2228,4.292,5.24,4.75,4.47,3.5,3.5,2.2,7.41,1.5,1,1,,,,,,,,
2231,7.784,7.47,8.5,8.98,8,5.97,4,1.99,4,1,2,2,,,,,,,
2236,1.090,0.76,1.96,0.4,1.33,1,,,,,,,,,,,,,
2239,4.133,3.9,4.5,4,,,,,,,,,,,,,,,
2243,0.750,0.5,1,,,,,,,,,,,,,,,,
2301,2.542,2.92,2.92,2.19,1.97,2.71,2.34,2.27,2.87,2.25,1.4,2.95,3.29,2.36,2,1.4,1.4,1.26,0.5
2302,0.076,0,0,0.02,0.34,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0,0
2303,0.566,0.71,0.5,0.57,0.55,0.5,0.41,0.5,1.11,0.5,0,0.75,0.7,0.41,0.1,0,0,0,0
2305,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,5.500,5,5,5,6.7,5.8,5.29,3.49,5.2,4.2,3.5,5.5,4.5,3,2.41,2.25,2,1.25,2.25
2311,3.034,8.9,1.38,1.6,2,1.29,1.05,0.65,0.65,0.36,0.5,1.71,1.48,0,0.1,0,0,0,0
2312,0.182,0.31,0.3,0.3,0,0,0.1,0.1,0.1,0,0,0.6,0.5,0.5,0.7,0.7,0.5,0.2,0.5
2313,0.780,1.2,0.6,1,0.6,0.5,0.5,0.5,0,0,0,0.1,0.4,0,0,0,0,0,0
2314,0.064,0.2,0.12,0,0,0,0,0,0,0,0.43,0.75,0.65,0,0,0,0,0,0
2316,1.360,0,0,4.5,1.5,0.8,0.2,0,0,0,0,0,0,0.1,0.5,0.51,0,0,1.5
2317,3.220,2,4.5,4,3.8,1.8,1.5,1.5,1,2,1.1,3,3,3,2.45,2,1.5,1.5,1.5
2321,0.000,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.4,0.3,0,0
2323,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0.3
2324,1.220,1.2,1.2,1.2,1.5,1,1.01,1.4,2.71,2.37,1.5,2.4,1.7,1.47,1.09,2.05,1,0.5,0.5
2325,2.370,1.5,1.75,3.8,3,1.8,1.65,1.42,1.62,2.58,1.8,4.5,3.35,1.66,0.75,0.35,0,0,0
2327,4.792,14.86,3,2,4,0.1,0,0,0.1,0.15,0.1,0.31,0.5,0,0,0,0,0,0
2328,0.488,0.8,0.7,0.35,0.29,0.3,0.3,0,0.3,0.3,0.2,0.7,0.4,0.5,0,0,0,0,0
2329,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,5.700,8,7,6,4.5,3,3,3,3,3,3,3.03,3,2.5,2,0.6,0,0,0
2331,2.200,1,0,2,5,3,0.5,2.47,0,0.5,0.25,0.47,0,0.45,0,0.5,1,0.5,0
2332,0.320,0,0.3,0.3,0,1,1,1.1,1.32,1,0.5,2.5,2.3,1.2,2,1.53,1.5,1,0.5
2337,0.200,1,0,0,0,0,0,0.38,1.7,1.49,0.69,1,0.18,0,0,0,0,0,0
2338,0.280,0,0,0.3,0.5,0.6,0.37,1.01,0.73,0.28,0.65,1.5,1.38,1.57,1.16,1.31,1.02,0,0
2340,0.978,1.35,1.19,1,0.75,0.6,0.45,0.6,1,0.25,0.25,0.99,0,0,0,0,0,0,0
2342,0.000,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0,0,0,0
2344,0.340,1,0.6,0.1,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.1
2345,2.236,4.13,3.1,1.96,1.08,0.91,1.49,1.47,1.41,1.1,0.66,0,0,0,0,0,1.04,0,0
2347,2.160,2.2,1,1.5,3.3,2.8,2,4,2.25,2.4,1.3,2,1.75,1.5,1,2,1.5,1,0.5
2348,0.820,3.6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.1,0.5
2351,2.160,2.5,2.5,2,2.2,1.6,1,0.3,1.8,1.2,0.3,1.8,2,1,0.8,0,0,0,0
2352,0.764,1.35,1.32,0.55,0.6,0,0,0,0.5,0,0,0.1,0,0,1.5,2,1.5,0.8,1
2353,0.340,0.7,0.5,0.5,0,0,0,0,3.65,3.1,2,3.6,3.85,3,2.3,2.52,2.07,1.01,2
2354,2.780,3.6,3.8,3,2.5,1,1,1,1,0.8,0.8,4,3.5,1.5,0.5,0,0,0,0
2355,2.570,2.25,3.2,2.6,2.2,2.6,2.2,1.6,1.25,1.5,0.6,2.27,1.64,1.72,1.25,1,1,0.97,0.5
2356,1.570,1.65,1.45,1.4,1.75,1.6,0.8,0.3,1,1,1,1.3,1.5,0.8,0.7,1.2,0.5,1,0.5
2357,16.700,15,17,15,17,19.5,19.17,14.5,14,2.1,2,2.49,1.49,1,1.5,1.5,1.25,4,2.5
2358,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,0.800,1,1,1,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
2360,3.036,4.48,3.22,2.37,2.61,2.5,2,2.5,3.8,2,2.01,3.59,2.45,2.11,1.71,1.21,0.7,0.5,0.5
2362,1.664,0.84,0.71,1.12,2.5,3.15,2,1.5,1.01,1.5,0,0.5,0,0,0.5,0.5,0,0,0
2363,0.000,0,0,0,0,0,0,0,0.19,0.76,0,0,0.07,0.11,0,0,0,0,0
2364,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,0.212,0.3,0,0.17,0.39,0.2,0.2,0,0.24,2.85,1.32,3.51,2.49,2.09,1.52,2.46,1.92,1,0
2367,0.420,0.3,0,0.7,0.7,0.4,0,0.7,0.15,0,0,2,1.47,0.3,0.25,0,0,0,0.3
2368,0.000,0,0,0,0,0,0,0,0.15,0,0.04,0.1,1.3,1.2,0.49,0,0,0,0
2369,0.500,0.5,0.5,0.26,0.53,0.71,0.71,0.66,1.22,0.67,0.2,0.82,0.49,0,1.02,0.39,0,0.1,0.1
2371,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2373,3.750,6,3.25,3.2,3,3.3,3,2.8,2,2,1.09,1.27,1.4,1.55,0.86,0,1,0,0
2374,1.060,0.8,0.9,1.5,0,2.1,2.2,1.8,3,3.6,1.5,3.28,1.76,1.51,0,1.04,0.9,0.6,0.5
2375,0.848,3,0,0,1.14,0.1,0,0,0,0,0,0,0,0,0,0.4,0.6,0.5,0
2376,2.960,4,2.6,2.5,2.7,3,2,2,2.5,2.5,1,0.99,0.6,1.3,2,2.5,2.5,2.5,2
2377,3.500,4.5,4.5,3.5,3,2,1.1,1.05,0.53,0.5,0.5,0.8,0.6,0.5,0.2,1,0.98,1,1.5
2379,5.100,5.5,5,4,6,5,3.4,2.3,2.5,3.85,1.6,3,3.5,1.75,1.5,1.8,1.75,0.5,0.5
2380,0.000,0,0,0,0,0,0,0.25,0.4,0.2,0.3,1.05,0.94,1.81,0.94,2.07,1.04,1.25,1
2382,3.700,3.4,3.5,3.8,4,3.8,4,4,3.6,3.68,3.5,3.5,2.5,2.49,2.5,2.01,2,2.5,2
2383,3.618,4.8,4.7,4.29,2.5,1.8,1.79,1.8,1.73,0.7,0.19,0.2,0.39,0,0,0,0,0,0
2385,4.450,4.45,4.25,4.3,4.65,4.6,4.1,4,4,3.5,2.47,3.5,2,1,1,2,1.6,0,0
2387,0.332,0.4,0.48,0.48,0.15,0.15,0.15,0.3,1.4,1.3,1.21,1.1,1,0.5,0.5,0.5,0.5,0.25,0.09
2388,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.8,1
2390,0.152,0,0.06,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0.6,0.15,0.3
2392,2.100,2,1.5,2,2,3,2.5,2.5,2.49,2.4,2.8,2.5,3,1.16,1.5,1.5,1.5,1,0
2393,3.190,2.99,3,3,3.99,2.97,1.2,2.5,3.6,4,3.2,3.9,4.19,3.5,2.6,2,1.2,0,0
2395,6.036,6.6,6.3,6,6,5.28,4.89,4.96,3.5,4,3,4,4.01,4,3.67,2.48,1.47,1.5,1
2397,3.186,4.2,4.5,2.85,2.58,1.8,1.5,1.5,1.03,2.58,3.7,4.3,4,3,0.8,1,1,2,1.2
2399,0.280,0.8,0,0,0,0.6,0.5,1.5,1.27,1.7,0,1,0.8,0,0,1,0,0,0
2401,0.538,0.7,0.5,0.89,0.6,0,0,0,0.81,0,0,2.5,3.98,1.99,1.99,1.5,2,1.5,1
2402,0.530,0,0,0,2.05,0.6,0.5,0,0,0.78,0,0.8,1.5,0,1.49,0.72,0,0.5,0
2404,4.280,6,6,4.5,2.5,2.4,1.8,3,3.97,1.51,0.97,2.9,2,2,1.98,2.12,1.5,0.8,1.4
2405,0.164,0,0.12,0,0,0.7,0.5,0,0,0,0,0.2,0,0.38,0.26,1,0,0,0
2406,0.000,0,0,0,0,0,0,0.5,1.5,0.5,0,0,0,0,0,0,0,0,0
2408,1.962,3.51,1.5,2.8,2,0,0,0,0,0,0,0,3.29,0.2,0.5,0,0,0,0
2409,0.612,1.5,0.56,0.35,0.5,0.15,0,0,0.4,0,0.3,2.5,0.2,0.3,1.2,1.2,0.5,0,0
2412,4.924,4.8,4.94,5.49,4.86,4.53,5.35,5.46,5.52,4.06,3.83,4.26,3.58,4.3,4.7,4.5,4,3.5,5.8
2413,0.100,0,0,0.5,0,0,0,0,0.5,0,0,0.25,0.3,0,0,0,0.3,0.5,0.4
2414,1.230,1.4,1.3,1.25,1.2,1,1.15,1.35,1.32,1.32,1.38,1,0.44,0.5,0.44,0.18,0,0,0
2415,0.900,1,0.9,0.8,1,0.8,0.65,0.5,0,0,0.25,0.9,0.6,0.61,0.76,1.5,1.66,1.2,1
2417,0.100,0.1,0.1,0.1,0.1,0.1,0.4,2,3.17,2.7,2.4,2.2,2,1.37,1.57,1.52,0.79,0.51,0
2419,0.936,1.23,1.77,0.75,0.51,0.42,1.2,1.32,1.19,0.8,0.51,0,0,0,0,0,0,0.37,0.44
2420,2.900,2.7,3,2.5,3.5,2.8,2,2,1.8,1,0.8,1.5,1.5,1,0.9,0.96,0.9,0.5,0.5
2421,1.600,2.3,2,1.5,1.2,1,1,1.54,2,0.95,0.2,0.2,0.48,0.1,0.3,0.3,0.1,0.3,0
2423,0.830,1.5,1.2,0.7,0.5,0.25,0.5,1,0.75,0.5,1,1.5,2,1.5,1.5,1.01,1,0.75,1
2424,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,0.222,0,0.15,0.3,0.36,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2
2426,0.702,0.7,0.89,1.02,0.9,0,0,0,0.5,0.32,0,0.6,0.59,0.43,0.51,0.21,0.1,0,0
2427,0.160,0.25,0.2,0.1,0.25,0,0,0.36,0,0,0,0,0,0,0,0.5,0,0,0
2428,2.780,4,3.3,2.5,2.1,2,1.9,1.6,2.4,2,1.05,1.7,0.9,0.6,1.5,0.8,0.6,0.3,0.2
2429,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,1.394,1.36,2,1.21,0.4,2,2,4.5,4.5,3,1.5,0.5,0,2.2,2.4,2.2,2,1,0
2431,0.244,0,0.77,0.27,0.18,0,0,0,0.2,0.3,0,0,0,0.5,0,0.7,0.85,0.2,0.3
2433,3.340,3.5,2.7,3.3,3.2,4,2.5,4.35,2.18,1.44,2.25,2.59,0.55,1.08,0.8,0.35,0,0,0.5
2434,0.000,0,0,0,0,0,0,0,0,0,0,0.45,0.4,0.8,0.5,0.21,0.15,0.2,0
2436,0.536,0.6,0.5,0.5,0.9,0.18,0.3,0,0.75,0.8,0,0.1,0.3,0.25,0.32,0.84,0.6,0.6,0.8
2438,0.000,0,0,0,0,0,0,0,0,0,0,0.22,0.3,0.3,0,0,0,0,0
2439,7.288,15.82,8.88,3.24,4.8,3.7,2,1.51,3.75,3.26,2.62,4.28,2.98,2.48,3.36,1.57,1,1.2,0.6
2440,0.000,0,0,0,0,0,0,0,0,0.67,0,0.4,0,0,0,0,0,0,0
2441,2.590,3,2.75,2.4,2.8,2,1.6,1.2,2,1.8,1.6,3,2.8,2.2,2.09,1.73,1,0.3,0
2442,0.028,0,0.01,0.05,0.03,0.05,0.05,0,1.3,0,0,0,0,0,0,0,0,0,0.48
2443,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,0.236,0.1,0.43,0.15,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.3,2,2
