代號,五年均,y18,y17,y16,y15,y14,y13,y12,y11,y10,y09,y08,y07,y06,y05,y04,y03,y02,y01
3025,0.158,0.13,0.27,0,0.15,0.24,0.6,0,0.61,0.6,0.35,0.61,0.92,0,0,0,0,0.2,0
3026,3.278,5.3,2.5,2.5,3.29,2.8,2,2,2.31,3,1.6,2.98,2.94,2.55,2.25,1.54,1.47,0.8,2.2
3027,0.122,0,0.01,0.15,0.3,0.15,0.15,0.3,0.1,0.9,0.2,2.06,1.35,0.6,0.8,1,0.7,0.6,0.5
3028,1.544,1.82,1.5,1.7,1.7,1,1.3,2.1,1.6,1.19,0.8,1.6,1.72,1.31,1,1.12,0.7,0.8,0.5
3029,0.952,1.3,1.2,1,0.41,0.85,0.8,0.7,0.7,0.5,0.5,0.6,0,0,0.19,0,0,0,0
3030,3.520,3,3,4,4.3,3.3,3.7,2.7,2.3,0.5,1,1.2,1.2,1,1,0.2,0.3,0,0
3031,0.514,0.85,0.8,0.07,0.5,0.35,0,1,1,0.9,0.6,1.7,1.28,0.55,0.75,0.6,0.8,0.2,0
3032,1.740,2,2.2,2,2,0.5,0.3,0,1,1,0,1.6,1.8,2,1,0.6,0.5,0.5,0
3033,1.562,1.31,1.06,1.5,1.94,2,1.5,2.5,2.16,1.77,0.91,1.55,1.7,1.18,1.03,1.57,1,0.35,1
3034,7.820,7.1,7,9,10,6,5.59,4.6,5.8,5,4.5,8.56,8,7.99,5.4,2.8,1.5,1,0
3035,1.844,2.7,1,2,1.52,2,2,1.5,1.5,2,1.49,3.49,3.27,3.3,3.1,2.23,0.5,0,1
3036,2.660,2.5,2.4,2.9,3,2.5,2.1,2.7,3.79,1.96,1.04,1.99,2.19,1.01,0.75,1.47,1.84,1,0.4
3037,0.440,0.5,0.3,0.3,0.5,0.6,1.1,1.5,2.6,1.4,0.7,2.2,1.6,1.2,0.58,0.3,0.26,0.1,0.2
3038,0.228,0.41,0.41,0.32,0,0,0,0,0,0,0,0,0.1,0.97,1,1.62,0.25,0,0
3040,4.200,9,5,3,3,1,0.2,0.4,0.4,0.3,0.31,1,0,0,0,0.82,1.2,1,1.5
3041,0.618,0,0,0,0.79,2.3,2,1.78,2.6,1.93,0.45,1.2,0.99,0.4,0,0,0.5,0,0
3042,2.500,2.5,2.8,2.5,2.5,2.2,2.2,2.2,2.5,2,2,1.98,1.94,1,0.48,0.3,0.1,0.2,0
3043,0.000,0,0,0,0,0,0,0,1.1,0,0,0.6,0.64,0.96,0.84,2.3,2.1,1.5,1
3044,3.550,5.25,4.25,3.25,2.75,2.25,2.5,3.6,4.3,2.7,2.2,2.4,1.6,1.4,1,0.99,1,0.3,0
3045,5.600,5.6,5.6,5.6,5.6,5.6,5.5,5.16,4.16,5.03,4.69,2.54,2.59,2.62,2.47,2.38,2,1.9,0
3046,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1.53,1.5,1.5
3047,0.458,0,0.5,0.5,0.6,0.69,0.13,0,0.15,0.1,0.1,0.5,0,0,0,0,0,0,0
3048,0.798,1,0.5,1,0.99,0.5,0.5,0.68,0.71,1,0,1.4,0.75,0.3,2.1,2.1,2.9,1,0
3049,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0
3050,0.340,0.6,0.3,0.8,0,0,0,0,0.2,0,0,0.26,0,0,0.1,0.83,0.8,0.2,0
3051,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,1.01,0.6,0,0.3
3052,0.580,0.7,0.3,0.5,0.4,1,0.4,0.8,0.6,0.8,0,0,0,0,0,0,0,0,0
3054,0.426,0.4,0.11,0,0.12,1.5,0,0,1.36,0.21,0,0,0,0,0,0.2,1,0,0
3055,0.826,0.8,0.82,1,1.2,0.31,0.3,0.35,2,1.2,0.4,2.39,2.2,2.29,2.5,1.8,1.6,1.5,3
3056,1.860,2,2.5,2.5,0.5,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0
3057,0.778,0,0,0.3,1.99,1.6,0.39,0,0,0.77,0.58,0,0.08,0,0.1,1.91,1.75,0.5,0
3058,0.400,0,0.5,0.5,0.5,0.5,1.74,0.5,1.22,1.8,0.78,0.65,1.39,0,0,0.3,1,0.5,0.5
3059,0.658,0.49,0.8,1,1,0,0.99,1.5,2.02,2.83,1.99,2.49,2.91,2.48,1,1,1,0.5,
3060,2.040,0.6,1.5,3.8,2.2,2.1,4.48,3.6,4.1,2.31,1.56,3.1,3.49,3.6,3.8,2.9,1.2,1,0.7
3062,0.640,0.35,0.8,1,0.7,0.35,0.15,1.3,0.7,1.53,0.41,1,0.95,1,0.62,2,0.5,2.5,0
3090,1.800,2.5,2,2,1.5,1,0.3,1.6,1.85,1.75,2.2,2.88,1.5,1.5,0.77,0.5,0.5,1.5,5
3094,1.086,0.9,1.1,1.16,1.15,1.12,1,0.61,1.15,1.15,0.54,1.36,0.73,0,0,0,0,0,0
3130,8.282,9.6,10.81,8,7,6,4.56,6,6,4.55,4.23,5.67,7,7,5.38,1.73,5.01,2.3,
3149,0.000,0,0,0,0,0,1,1.8,0.2,0,0,0.13,0,0,0,0,0,,0
3164,0.000,0,0,0,0,0,0.5,1,2,1,1,0.6,0,0,0,0,0,,
3167,1.800,2.5,1.5,1.5,1.5,2,2.5,3,4,1,0.5,2.5,4,1,0.2,0,0,0,0
3189,3.100,1.5,3,3.5,4,3.5,3,3,3,2.3,2,4,3,1.28,1,0.55,0,,
3209,1.180,0.8,1.1,1.2,1.3,1.5,0.6,1.1,1.5,1.4,1.4,0.8,0.72,1.1,1,0.8,0,,
3229,0.000,0,0,0,0,0,0,0.32,0.4,0.1,0.1,0.1,1.5,1,1.5,1.35,1,,
3231,1.316,1.17,1.18,1.2,1.23,1.8,1.5,2.2,3.2,2.72,0.98,2.65,2.2,1.51,0,0.5,0.5,,
3257,1.410,0.5,0.65,0.65,2.75,2.5,1.5,1.57,2,0.8,,,,,,,,,
3266,0.200,0,0,0,1,0,0,0.8,0.8,0,0,0,1.16,1.5,2.1,0,0,,
3296,0.320,0,1.2,0.1,0.3,0,0.73,0,1,2.3,1,3.5,2.88,3.29,3,0,0.2,,
3305,1.678,1.03,2.36,1.04,2,1.96,1.82,2.84,1.87,2,1.27,1.3,2.69,1,0.4,0,,,
3308,0.000,0,0,0,0,0,0,0,0,0.68,1.2,3,2.49,1.98,1,2.5,,,
3311,0.572,0,0,0.59,1.27,1,3.4,5.1,6.15,4.4,2.85,4.35,3.74,3.67,3.2,1.5,,,
3312,0.000,0,0,0,0,0,0,1,0.45,1.66,0,0,0,0.7,0.9,0,0,,
3321,0.686,0,0,1.73,1.2,0.5,,,0,0,0,,,,,,,,
3338,1.502,0.3,2.2,1.51,2,1.5,1.5,1,0,0,0,0.5,0,0.3,0.5,0,,,
3346,1.320,2.5,3,0.5,0.3,0.3,0.2,0.3,,,,,,0,0.12,0.3,,,
3356,3.518,0,0.99,4,5.4,7.2,6.7,7,4.98,8,10,11,8.8,7.5,3.3,0,0,,
3376,3.300,2.5,3,4,4,3,4.47,1.5,3,5.5,3.77,4.47,2.5,1.5,0.5,0,,,
3380,1.020,1,1.04,0.5,1.2,1.36,1.15,1.34,1.5,1.28,0.8,2,1.61,1.49,1,0,,,
3383,0.000,0,0,0,0,0,0,0,0,0,0.49,0,0,0,,0,,,
3406,0.700,3.5,0,0,0,0,2,2.5,1.5,0,0,0,3,7,5,,,,
3413,3.000,6,4,4,1,0,0,0,0,0,0,0,0,0,0,,,,
3416,3.200,2.5,3,3.5,4,3,2.5,3,4,3.5,3.8,3,1.9,1.4,0.5,,,,
3419,0.084,0,0.42,0,0,0,0.07,0,0,0,0,0.5,0.2,0.22,0,0,,,
3432,0.560,2,0.1,0.2,0.5,0,0,0,0.5,0.11,0.52,0.3,,,,,,,
3437,1.300,0.6,0.35,1.5,1.55,2.5,0.5,,,,0,,,,,,,,
3443,3.500,5,3.5,3,3,3,3,3,2.99,2,3.43,3.29,1.27,0.35,0,,,,
3450,5.000,3,6.5,6.5,4.5,4.5,2,3,4,2,0.5,1.06,1.14,0.51,0,,,,
3454,4.830,4,4.75,4.5,4,6.9,6,4.98,2.38,0.96,1.2,2.44,4,1,0,,,,
3481,0.390,0.8,0.1,0.2,0.7,0.15,0,0,0,0,0.2,1.5,0.2,0,0,,,,
3494,0.058,0,0,0,0.29,0,0,1,0.48,1.28,1.2,0.85,1,0,,,,,
3501,3.360,3.2,4,4,2.6,3,3.2,3,3.8,3.5,1.49,2,2,1,,,,,
3504,0.784,0,0,0.56,1.48,1.88,2.1,3.9,3.75,3.3,3.3,2.6,1.6,0,,,,,
3514,0.000,0,0,0,0,0,0,0,6,0.4,0,0,0,,,,,,
3515,4.416,4,2,2.5,4,9.58,8,11,9,9.5,8,15,18.37,,,,,,
3518,0.910,0,0.51,1.04,2,1,0.4,0.5,2.5,5.5,3,7.04,6,,,,,,
3519,0.000,0,0,0,0,0,0,0,1.79,0.9,3.84,4.56,3,,,,,,
3528,2.240,2.3,2.4,2.3,2.2,2,1.8,1.8,1.78,2,2,2,0,,,,,,
3530,0.696,2,1.48,0,0,0,0,0,0,0,0,0.5,0.72,,,,,,
3532,1.030,2.08,0.67,1.1,1,0.3,0.1,0,0.4,0,0.9,1.45,0.41,,,,,,
3533,4.600,5.5,4,4.5,5.5,3.5,4.5,3.5,6.99,4,1.8,2,1.2,1.2,,,,,
3535,0.000,0,0,0,0,0,0,0,1.5,0,0.16,0.13,0.05,,,,,,
3536,0.000,0,0,0,0,0,0,0,0,0,0,1.04,0,,,,,,
3545,0.842,0.51,0.66,0.73,0.31,2,0.7,0.8,2.77,1.88,1.18,1.2,0.6,,,,,,
3550,1.200,1.5,1.5,1,1,1,0.5,0.5,2.5,2,1,2,2,,,,,,
3557,0.000,0,0,0,0,0,0,0,0,0.12,0,0.45,,,,,,,
3561,0.020,0,0,0,0.1,0,0,0,3,0.1,0.3,1.02,0,,,,,,
3576,0.100,0,0,0,0.2,0.3,0,0,4.61,0,1.1,0.2,,,,,,,
3579,0.000,0,0,0,0,0,0,0,1.79,2.2,6,25.02,,,,,,,
3583,1.908,2,2.02,1,1.52,3,1.5,0.5,0,0,,,,,,,,,
3588,1.502,0.5,1.5,1.5,2.01,2,2.2,2.5,4,3.5,2.4,2.7,,,,,,,
3591,0.210,0,0,0.32,0.31,0.42,0.83,3.01,3.5,3,1,1,,,,,,,
3593,0.000,0,0,0,0,0,0,0,1,2.8,1.9,2,,,,,,,
3596,2.360,2,3.9,1.6,2.2,2.1,1,1.5,1.1,2.3,3.14,2.48,,,,,,,
3605,0.658,0.4,0.6,0.4,1.2,0.69,1.2,3.5,3.52,2.99,3,3,,,,,,,
3607,2.768,0.8,1.5,4.2,4.15,3.19,2.94,3,4,4,3,4,,,,,,,
3617,4.498,5,4.75,4.5,4.23,4.01,3.8,3.59,3.47,3.2,2.5,1,,,,,,,
3622,0.060,0.3,0,0,0,0,0.5,0.5,5.49,10,5.48,0.47,,,,,,,
3645,1.040,1.5,1.2,0.5,1.5,0.5,1,1.2,0.7,0,0,,,,,,,,
3653,2.600,2,2,2.5,3.8,2.7,2.01,3.01,4,2.89,2,,,,,,,,
3661,0.476,1.07,0,0.47,0.66,0.18,0,0.15,1.01,,,,,,,,,,
3665,5.700,6.83,6.31,5.4,4.97,4.99,3.5,2,3.5,,,,,,,,,,
3669,0.418,0.4,0.88,0.2,0.41,0.2,0.48,1.5,3,4,,,,,,,,,
3673,1.690,3,0,0,0.47,4.98,20.91,19.73,0,,,,,,,,,,
3679,4.900,6,8,4,3.5,3,3.04,4,2.5,3.5,1.41,,,,,,,,
3682,0.092,0,0,0,0,0.46,0.7,0,0,0,,,,,,,,,
3686,0.000,0,0,0,0,0,0,0,1,0,,,,,,,,,
3694,0.000,0,0,0,0,0,0,0,1.5,1.5,,,,,,,,,
3698,0.630,0.2,0,0.65,1.06,1.24,0.43,0,1,0,,,,,,,,,
3701,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
3702,2.378,2.4,2.29,2.4,2.5,2.3,2.4,2.6,2.1,2,1.4,2.08,1.19,0.16,,,,,
3703,0.420,0.6,0.5,0.5,0,0.5,0.5,0.5,0.6,,0.35,1.2,2.7,1.5,1.2,0.8,0.8,0.36,0
3704,0.130,0,0.2,0,0.15,0.3,0,1.1,0.63,0,0.31,0.85,1.3,1.7,1.8,1.5,1,0,0
3705,2.000,2,1.5,2.5,2,2,1.8,2,1.8,1.5,1.5,2,2,2,1.5,1.5,1.5,1.5,1.5
3706,1.336,1.3,2.5,1.59,0.69,0.6,,,,,,,,,,,,,
3708,1.500,1.99,1.01,,,,,,,,,,,,,,,,
3711,2.500,2.5,,,,,,,,,,,,,,,,,
4104,2.436,2.79,2.5,2.39,2.5,2,2,1,2.5,1.98,1.93,5,2.8,1.3,1.2,1.76,2,1.8,1.61
4106,0.860,0.8,0.8,1,1,0.7,0.5,1.75,1.1,1.7,1.2,1.26,0.65,1,0.5,0,0,0,0
4108,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,#DIV/0!,,,,,,,,,,,,,,,,,,
4119,3.020,2.15,4.2,3.84,3.11,1.8,2.68,1.58,2.6,2.59,2.68,2.9,1.2,1.04,1.18,0.75,0,,
4133,0.800,0.8,0.4,0.67,1.03,1.1,1.2,2,2,1.5,0,0,,,,,,,
4137,7.608,8.04,6.5,10,7,6.5,4.2,,,,,,,,,,,,
4141,0.500,0,1.2,0,0.7,0.6,1.1,1,,,,,,,,,,,
4142,0.000,0,0,0,0,0,0,0,0,0,,,,,,,,,
4144,2.144,1,1,1.5,3.62,3.6,3.2,4,0,,,,,,,,,,
4148,2.400,2.65,2.15,,,,,,,,,,,,,,,,
4155,1.044,1.52,1.55,1.55,0.2,0.4,0.4,1.64,0.55,,,,,,,,,,
4164,1.620,1.1,1,2,2,2,3,4,,,,,,,,,,,
4190,3.500,2.5,3.5,5,3,,,,,,,,,,,,,,
4306,0.418,0.6,0.3,0.5,0.25,0.44,0.49,0.99,0.64,0.64,0.27,0.3,0.49,0.41,0.4,0.72,0.6,0.5,1
4414,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0
4426,0.528,0.4,0.6,0.6,0.6,0.44,0.36,0.18,0.3,0.18,0.3,0.2,0,0.24,1.3,0,,,
4438,5.365,4.56,6.2,7.2,3.5,,,,,,,,,,,,,,
4526,0.680,0,0.5,0.8,1,1.1,1,1.2,1.2,1,0.75,2,1.5,2,1.75,1.5,0.8,0.75,0.5
4532,1.826,1.75,2.28,1.6,2,1.5,1.5,1.2,0.6,0,0,0.3,0.3,0.6,0.6,0.47,0.4,0.25,0
4536,4.700,3,6,5,4.5,5,3,3,,,,,,,,,,,
4540,0.400,1.2,0.3,0,0.5,0,0,,,,,,,,,,,,
4545,3.450,0.5,2.25,5.5,6.2,2.8,0.27,,,,,,,,,,,,
4551,3.610,6.35,4.6,3.25,3.85,0,,,,,,,,,,,,,
4552,5.000,5,8,2,,,,,,,,,,,,,,,
4555,2.650,2,2,3.1,3.5,,,,,,,,,,,,,,
4557,4.145,5,5,5.58,1,,,,,,,,,,,,,,
4560,1.360,2.48,1.6,0,,,,,,,,,,,,,,,
4562,1.500,2,1.5,1,,,,,,,,,,,,,,,
4566,1.695,2.39,1,,,,,,,,,,,,,,,,
4720,0.540,0.2,0.6,1,0.3,0.6,0.7,0.25,0.2,0.25,0,0.5,0.3,0,0.3,0.5,0.7,0.7,1
4722,1.900,1.5,2.5,2.8,1.5,1.2,1.5,1,0.79,0.2,0.3,0.5,0.5,0.8,0.49,1,1,1,0.8
4725,0.000,0,0,0,0,0,0.4,6.35,8.31,1.02,0.31,6.5,1.5,0,,,,,
4737,2.600,4.14,4.14,2,0.94,1.78,0.8,3.6,3,3.2,0.3,,,,,,,,
4739,1.758,3.01,2.7,1.56,1.02,0.5,0.3,1.2,1,0.5,0.5,,,,,,,,
4746,1.768,2,2.88,1.98,1.98,0,0,3.5,3.5,3.5,3.5,,,,,,,,
4755,1.316,2.6,1.6,1,0.7,0.68,0.65,,,,,,,,,,,,
4763,3.750,5,5,5,0,,,,,,,,,,,,,,
4764,2.450,2.7,2.2,,,,,,,,,,,,,,,,
4807,3.660,3,3,4.98,,,,,,,,,,,,,,,
4904,3.750,3.75,3.75,3.75,3.75,3.75,3.5,3,2.5,2.8,2.8,3.1,3.1,3.1,3,1.4,1.3,1,0
4906,1.090,0.99,1.46,0.6,0.5,1.9,2.4,0.3,0.88,1.88,3.64,3.19,2.46,1.2,2.85,1.91,2,0.5,0
4912,4.000,2.5,4,6,4.5,3,5,2,1,0,,,,,,,,,
4915,2.080,3.2,2.5,2.1,1.8,0.8,1.5,0.5,1,0,,,,,,,,,
4916,1.198,0.99,1,0.5,1.5,2,3,5,4,0,,,,,,,,,
4919,1.820,2.5,2.4,1.8,1.2,1.2,1.7,1.7,3,1.7,,,,,,,,,
4927,1.522,0,0.78,2.5,2.5,1.83,2.92,2.5,1.35,0,,,,,,,,,
4930,0.860,0,0.3,0,4,0,0,0.2,1.2,0,,,,,,,,,
4934,0.294,0,0,0.53,0.44,0.5,0,0,0.45,0,,,,,,,,,
4935,2.100,1,3,3.5,2,1,1.2,2.5,0,,,,,,,,,,
4938,4.154,4,4.93,5.03,4.04,2.77,1.48,0,1.45,1.75,,,,,,,,,
4942,1.420,1.2,1.5,1.26,1.5,1.64,2,2.25,2.26,2.25,,,,,,,,,
4943,1.700,5,1.5,1,0.5,0.5,0.5,1,2,,,,,,,,,,
4952,3.000,3,3.5,3.2,2.8,2.5,1,1.5,3,,,,,,,,,,
4956,0.300,0.5,0,0,0.5,0.5,0.6,0.6,0.79,,,,,,,,,,
4958,3.334,3.3,2.2,4.5,3.67,3,2,1,0,,,,,,,,,,
4960,0.700,0,0,0.5,2.5,0.5,1.75,1.8,1.5,,,,,,,,,,
4968,0.552,0.63,1.68,0.45,0,0,0,0,0,,,,,,,,,,
4976,0.124,0,0,0,0.31,0.31,1.82,1.3,0,,,,,,,,,,
4977,4.348,4.64,4.8,4,4.5,3.8,1.7,,,,,,,,,,,,
4984,2.310,0,4.46,3.44,2.4,1.25,1.5,2.5,0,,,,,,,,,,
4989,0.800,3.2,0,,0,0,0,0,0,,,,,,,,,,
4994,0.450,0,0,0.25,1,1,1,1.5,0.4,,,,,,,,,,
4999,3.220,3,3.1,3,4,3,2,2,2,,,,,,,,,,
5007,2.400,3,2.5,2,2.5,2,2,3.22,1.94,0.96,1.24,2.22,2.12,1.52,2,1,0.6,0,0
5203,4.274,1.69,1.7,4,6.98,7,7,7,6.99,6.4,7.49,7.49,6.48,4.99,2.98,2.18,1.7,0,0
5215,2.200,1,3,3,3,1,1.5,3,3,,,,,,,,,,
5225,2.966,0.7,1.12,3.01,5,5,5,0.71,,,,,,,,,,,
5234,2.740,3.5,3,2,2.2,3,3,2,1.5,,,,,,,,,,
5243,1.754,2,1.5,1.2,2.57,1.5,0,,,,,,,,,,,,
5258,0.780,0.4,2,0.5,0.5,0.5,0.8,1,1,,,,,,,,,,
5259,0.000,0,0,0,0,0,0.2,0.2,,,,,,,,,,,
5264,6.140,2.5,4,8,7.2,9,1,0,,,,,,,,,,,
5269,3.550,6,4.5,3,3,1.25,2.5,0.2,,,,,,,,,,,
5284,2.642,3.17,2.56,3.08,2.4,2,0,,,,,,,,,,,,
5285,1.902,3.16,1.55,1.8,1.5,1.5,1,1,,,,,,,,,,,
5288,3.902,4,4,5.01,3.5,3,,,,,,,,,,,,,
5305,1.060,1.6,1.2,1.2,1,0.3,0.3,0.4,0.7,0,0.6,1.7,1.8,1.4,1.4,0.73,0.5,0,0.3
5388,3.502,3.75,4.2,3.85,2.99,2.72,2.73,2.4,1.47,1,1.5,2,0.99,1.07,0.74,0.81,0.56,0,0
5434,4.080,4.2,5,3.9,3.7,3.6,3.58,4.3,2.8,1.5,1.3,3,2.3,2.5,2.72,3,3,1.8,2
5469,0.440,0.8,0.6,0.2,0.6,0,0.4,0.48,0,1.2,0.79,0.6,0.7,0.7,1.34,0.95,0.6,0.6,0.3
5471,2.380,1.5,1.8,2.2,3.2,3.2,3,3.2,4.2,4,2.99,3.78,3.7,3,2,2.01,2,2,1.5
5484,0.000,0,0,0,0,0,0,0,0,1.6,1.2,2.4,1.1,1.6,1.5,0.4,0.4,0.2,0.2
5515,0.606,0.5,0.5,0.51,0.52,1,1,0.5,0.75,0.3,0.3,0.3,0.3,0.7,0.5,0,0,0.25,0
5519,0.620,0.4,0.5,0.6,0.6,1,1.08,1.21,1.06,0.53,0.64,0.47,1.75,3.07,0.92,0.14,0.1,0.26,0.5
5521,0.210,0.6,0.2,0,0,0.25,0.3,0.5,0.3,0,0,0.1,0.2,0,0,0,0,0,0
5522,3.020,2.5,3.8,3.5,3.8,1.5,3.5,4.8,6,6,2.5,4,3,0.94,1,0.6,0,1,2.5
5525,1.180,1.2,0.3,1.5,1.2,1.7,0.8,0.4,0.6,0.5,0.3,0.3,1.5,1.5,2,0.2,0.6,0.6,0.6
5531,0.000,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
