代號,五年均,y18,y17,y16,y15,y14,y13,y12,y11,y10,y09,y08,y07,y06,y05,y04,y03,y02,y01
5533,0.590,0.7,0.65,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.5,0.8,0.8,0.8,0.5,0.3,0.7,1.8,1
5534,5.106,6.2,6,2.83,4,6.5,9.97,5.5,6.2,4,3.7,4.8,4,2.07,1.5,0.7,1,0.5,0.5
5538,1.790,2.5,2,1,2.2,1.25,3,,,,,,,,,,,,
5607,0.040,0.2,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1,1,2,1.5
5608,0.302,0,0,0,0.51,1,1,1.5,3,4,5,5,3.55,2.5,2,0.47,0.1,0,0.2
5706,2.464,3,2,2.82,1.5,3,3,3,0.5,2.28,1.15,1.5,0.86,1,1,0,0.52,0.35,0
5871,3.020,3.8,3.4,3.1,2.8,2,2,2.3,1.19,,,,,,,,,,
5880,0.560,0.75,0.75,0.3,0.5,0.5,0.4,0.5,,,,,,,,,,,
5903,4.960,5.5,5.2,4.6,5,4.5,3.1,3.6,3.4,2.6,2.5,2.3,2.2,2.2,2,1.5,0.7,0.2,0
5906,0.000,0,0,0,0,0,0,0.24,0.55,,,,,,,,,,
5907,1.738,1.2,0.97,0.52,3,3,3,0.46,,,,,,,,,,,
6005,0.422,0.2,0.37,0.49,0.6,0.45,0.15,0.25,0.3,0.1,0,0.2,0.2,0.04,1.01,0.45,0.5,0.1,0.3
6023,3.152,2,2.47,2.28,6.94,2.07,1.79,2.4,1.58,1.83,3,1.15,0.81,1.1,1.2,2.05,1.64,,
6024,2.108,2.87,2.21,2.47,1.5,1.49,0.89,2.3,0.1,0.5,1,2.06,1.45,1.28,1.93,0.88,1,1.79,0.7
6108,1.070,1.35,2,0,1.1,0.9,1.4,1.2,2,2.8,0.93,1,0.5,1,1.02,0.51,0.2,0.2,0
6112,1.700,1.5,1.5,1.5,2,2,2.5,2,1.5,1.2,1.2,1,0.9,0.1,0.25,0.25,0.5,0.75,0.6
6115,3.484,3,4,3.49,3.49,3.44,3.14,3.5,3.5,4.5,2.46,3,2.47,0.97,1.18,1,1.49,1,0.6
6116,0.230,0.5,0.5,0,0,0.15,0,0,0,0,0,0.75,0,0,0,0,0,0,0
6117,0.350,1.2,0,0,0.3,0.25,0.2,0.4,0.3,0.2,0.5,0.3,0.5,0.31,0.25,0.4,0.8,1.5,1
6120,0.338,0.4,0.28,0.21,0.8,0,0.21,0.49,1.65,0.99,0,0.18,1,1.2,0.99,0.17,0.2,0,0
6128,2.270,0.5,2.8,3,2.8,2.25,1.7,2.5,2.75,3.2,1.7,1.25,2.3,0.56,1.4,1.5,1.6,0.27,0
6131,0.066,0.01,0,0,0,0.32,0.6,0.4,0.42,1.2,1,2,2.5,2.5,2.49,1.75,0.5,0,0
6133,0.308,0.25,0.2,0.4,0.39,0.3,0,0,0,0,0.3,1.1,1.3,0.77,0.76,1,0.8,0,0.5
6136,2.102,1.8,2,2.1,2.31,2.3,2.5,3,3.4,2.35,2.3,1.82,2.14,0,1.89,1.75,2.4,0,0
6139,1.222,1.5,1.43,0.88,0.8,1.5,2,3,3,1,2.5,4,3.5,4.38,3.88,2,2.5,2,2
6141,0.440,0.5,0.3,0.3,0.3,0.8,0.5,0.8,1,0.8,1.08,2.1,1.53,0.21,0.8,0,0.3,0.2,0.2
6142,0.192,0,0.56,0,0,0.4,0.55,0,0.1,0.12,0.1,0.2,1,2.73,0.2,2,0.8,0.6,0
6145,0.100,0,0,0.3,0.2,0,0,0,0,0.47,0,0,0.55,0.32,0,0,2.36,0.45,0
6152,0.300,0,0,0,0,1.5,1.5,1.51,1.81,1.19,0.99,1,0,0,0.99,0.49,0,0.5,0
6153,0.666,0.2,0.5,1,0.63,1,1.5,2,2,1.09,0,0.6,1,1.2,1.84,0.61,0,1,1
6155,1.040,0.45,0.85,1.1,1.2,1.6,1.15,1.01,1.26,2.2,1.5,2.36,2.2,1.49,0.5,0.5,0.5,0,1
6164,0.728,0.4,0.85,0.54,0.85,1,0.3,0.5,0.49,0.5,0.85,0.4,0.79,0.58,0.4,0.27,0.3,0.2,0
6165,0.000,0,0,0,0,0,0,0,0,0.05,0,0,0.65,0.65,0.21,1.2,1.3,0.6,1
6166,1.820,1.5,1.8,2.4,1.9,1.5,1,1,2.5,1.2,1,2,1.95,0.99,1.12,0.5,0.48,0,0
6168,0.502,1,0,0,1.4,0.11,0,0.15,0.8,0.68,0.6,1,0.5,0.29,1,1.49,0.2,0.17,0
6172,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5,1.2,0,0,0
6176,5.260,4.8,4.5,4.5,5.5,7,8,6.5,3.8,2.3,1.7,3,2.5,4,3.3,1.5,1,0.5,0
6177,2.678,4.42,1.99,2.98,4,0,0,1,0.51,0,0,0,0,0,0,0.41,0.44,0,0
6183,1.218,1.5,1.22,1.2,1.1,1.07,1.01,1.01,1.01,0.74,0.78,0.68,0.75,0.5,0.57,0.8,0.8,0.9,0.25
6184,1.598,2.5,0.5,0.5,1.99,2.5,2,2.8,2.5,3.5,3,3.3,3,3,3,1.5,2.8,2,0
6189,2.660,1.8,2.3,3,3.2,3,2.2,2.2,2,2,1.6,2.5,1.4,2,1.5,1.4,1,0,0
6191,0.200,0.6,0.4,0,0,0,0,0.62,0.23,0.6,0,1.51,2.5,2,1,0,0,0,0
6192,2.860,3.3,2,3,3,3,3.5,3,3,3,1.5,3.5,3,2,2,2.44,1.24,0.5,0
6196,1.930,2.48,2.07,2,2,1.1,1,1,0.99,0.3,0,0.5,1.5,1,2,2.03,1.5,0,1
6197,1.662,1.68,1.2,2,2.23,1.2,0.8,0,0,0.3,0,1.5,3,0.5,1.47,3,2,2,3
6201,2.180,2.1,3,2,1.8,2,1.8,2.1,2,2,2,2.8,2.1,2.5,1.5,3.5,3,2,0.5
6202,3.594,4.1,3.5,3.57,3.5,3.3,2.5,2.3,3.16,2.5,2.41,3,3.69,3.32,2.51,1.51,1.06,0.35,1.8
6205,1.780,1.2,2,2,2.2,1.5,1.2,0.39,0.6,1.5,0.8,3.52,2,1,1.76,0.8,0.5,0.5,0
6206,5.490,4.5,5,6,5.95,6,3.35,3.5,4.5,4,4,5,3.5,2.5,2.45,1.5,1.5,0,0
6209,0.220,0,0.5,0,0,0.6,1.6,1.2,1,0,0,1.1,2.4,3,1.3,1,1,0.5,0
6213,2.124,3.1,2.5,1.6,1.22,2.2,2.5,1.5,2.04,1.5,1.03,2.51,1.32,0.51,0.57,0.1,0.2,0,0
6214,4.596,5,5,5,4.98,3,2,2,2.06,2,0,1,1,2,0.75,2,1,1,0
6215,0.590,0.6,0.5,0.25,1,0.6,0,0.4,1.8,0,0.75,1.25,0.8,0.41,0.99,0.28,0.4,0,1
6216,2.204,2.06,2.64,2.58,2.12,1.62,1.35,2.24,1.18,1.55,1.6,3.35,0.99,1.03,2.5,4,1.5,0,0
6224,4.030,3,4.55,4.3,4.2,4.1,4.1,3.91,3.48,2.49,2.05,2.16,1.68,1.61,1.95,1.5,0.5,0,0
6225,0.000,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,2.6,0.42,0.2,0
6226,0.084,0.12,0.1,0,0.1,0.1,0,0,0,0,0,0.25,0.16,0,0,0,0.3,0,0
6230,4.830,3.95,7.5,5.5,4,3.2,3,1.5,2.5,2.5,2.2,1,1.1,1,1.75,1.58,0.54,1,
6235,0.458,0.3,1.99,0,0,0,0,0,0,0,0,0,0.3,0.8,2,1.4,0.5,0,0
6239,3.400,4.5,4,3.5,3,2,3,2.05,4,3.5,3,4,3.5,3,2.5,1,0,0,0
6243,0.000,0,0,0,0,0,0,0,1.65,1.65,0.77,3.81,2.49,1.55,0.12,0.83,0,0,
6251,0.000,0,0,0,0,0,0,0.25,0.1,2,2,2,2,1,0,0,0,0,
6257,1.786,1.76,1.65,1.6,2.12,1.8,2.1,1.62,2.27,1.2,0.5,1.08,1.44,0.51,1.1,0.81,0.5,0,0
6269,3.708,5.02,4.46,4.49,2.07,2.5,1.99,1.96,1.76,1.53,0.8,0,0,0,1.2,0.3,0,0,
6271,6.182,6,5.91,6,6,7,5,3.94,4,3,2.5,3.5,1.5,0.5,0.25,0.5,0.5,0.5,0
6277,5.440,5.5,5.8,5.2,5.7,5,3.3,3.5,4.1,3,2.5,4.52,5.5,4.4,5.5,5.5,4.5,3.5,4
6278,1.420,1.3,1,1.5,1.5,1.8,1.5,2,2.8,2.5,1.5,2,2,1.5,0.5,0.9,0,0,0
6281,3.880,4,4.3,3.7,3.9,3.5,4.9,4,3.48,3.56,3.2,3.4,3.2,2.91,2.32,2,0,0,
6282,1.436,0.9,1.4,1.5,1.58,1.8,1.5,0.7,1.3,1.65,1.5,1,0,0.6,1.92,2,0.75,0,
6283,0.100,0,0.5,0,0,0,0,0,0,0,0,0.51,0.75,0,1.13,1.5,1,1,0
6285,3.354,3.7,3.67,3.7,2.7,3,2.2,3.5,3.5,1.79,1,2,2.99,1.5,0.98,3.44,4,1,0
6288,0.250,0.35,0.5,0.2,0,0.2,0,0.12,0.08,,,,,,,,,,
6289,0.000,0,0,0,0,0,0,0,0,0,0,0,0.68,0.42,1.48,1.9,0.5,0,
6405,1.140,0.5,0.2,0,2,3,1.5,,,,,,,,,,,,
6409,14.620,20,20,15,10.8,7.3,7,,,,,,,,,,,,
6412,2.496,3.1,2.75,2.35,2.33,1.95,1.95,,,,,,,,,,,,
6414,7.764,8.88,10.12,8.82,6,5,1.74,,,,,,,,,,,,
6415,3.972,5.98,4.92,2.01,3.97,2.98,0,,,,,,,,,,,,
6416,3.626,3.53,5,4.6,3,2,2,,,,,,,,,,,,
6422,3.102,3.5,4.01,3.5,3,1.5,,,,,,,,,,,,,
6431,1.000,0,0,0,2.5,2.5,,,,,,,,,,,,,
6442,2.260,2,3.3,3,2,1,,,,,,,,,,,,,
6443,0.000,0,0,0,0,0,,,,,,,,,,,,,
6449,1.530,1.85,1.8,1.6,1.6,0.8,,,,,,,,,,,,,
6451,4.628,0.94,5.4,6,7.5,3.3,,,,,,,,,,,,,
6452,8.250,8,7.65,9.2,8.15,,,,,,,,,,,,,,
6456,4.500,9,4,3,2,,,,,,,,,,,,,,
6464,5.364,5,2,6.6,7,6.22,,,,,,,,,,,,,
6477,0.314,0.42,0.2,0.35,0.6,0,,,,,,,,,,,,,
6504,3.640,4.5,4.8,3.9,2.8,2.2,1.33,0.3,0.15,0.5,0.6,1.5,0.5,1,2,0.8,0.7,0.2,0.2
6505,3.930,6.3,6,4,0.85,2.5,0.26,2,3.9,3.8,1.2,6.7,4.4,4.7,3.61,1.8,1.2,0,0
6525,3.367,3,3.8,3.3,,,,,,,,,,,,,,,
6531,4.392,1.49,2,4.49,5.98,8,,,,,,,,,,,,,
6533,0.000,0,0,0,0,,,,,,,,,,,,,,
6541,0.000,0,0,0,,,,,,,,,,,,,,,
6552,0.338,0.3,0.75,0.3,0,,,,,,,,,,,,,,
6573,1.000,1,1,,,,,,,,,,,,,,,,
6579,4.007,4.75,4.27,3,,,,,,,,,,,,,,,
6581,4.375,5.35,3.4,,,,,,,,,,,,,,,,
6582,3.703,3.49,3.62,4,,,,,,,,,,,,,,,
6591,1.750,2,1.5,,,,,,,,,,,,,,,,
6605,3.300,2.5,3,2.5,4.5,4,3,1,4,3.8,3.6,5.82,5.48,6,5.96,4,2.5,0.5,0.3
6625,0.315,0.5,0.13,,,,,,,,,,,,,,,,
8011,0.548,0,0.54,0,1.02,1.18,1.2,1,2.5,2,0,0,,,,0,0,0.09,0
8016,4.800,5.5,6,5,4.5,3,2.5,2,2.3,2,1,4.49,3.99,3.47,2.47,2,0,0,
8021,0.938,0.4,0.91,1.36,1.22,0.8,0.71,0.72,0.75,0.3,0.09,2.79,2.46,1.28,0.25,0.35,0,0,0
8028,1.400,1.6,1.5,1.5,1,,,,,,,,,,,,,,
8033,0.000,0,0,0,0,0,0,0,0,0,0.2,1.3,1.5,2.4,1.3,1,0.6,0.2,0.3
8039,2.400,2.5,2,2,3,2.5,1.5,1.8,2.35,1.21,1.2,0.35,0.74,2,1,1,0,0,0
8046,0.720,0.5,0.8,1,1.3,0,0,2,0.38,5.4,7.1,12.54,15.19,6,0.7,0.1,0,0.45,1.65
8070,6.920,11,10,7,3.5,3.1,3,0.6,9.7,6,2,6.3,6.24,6.46,7.49,4.5,4,2,4
8072,4.686,0.5,0.5,1,1.43,20,7,7,7,6,6,5.8,9.2,5.52,4.52,3.79,1,1.5,0.78
8081,5.230,4.5,5,5,6,5.65,7.1,7,9,7.32,6.3,7.47,5.5,5,1.25,0.28,0,,
8101,0.000,0,0,0,0,0,0,0.3,0,0,0,0,0.5,0,1,0,0,,0
8103,1.564,1,1.8,0.3,2.93,1.79,2.87,3.25,3.49,2,1.99,2.57,2.17,2,1.63,2,1,0,
8105,0.100,0.2,0.2,0.1,0,0,0,0,0,0,0,1.39,0.99,1,0,0,0,0,
8110,0.358,0.85,0.25,0.21,0.35,0.13,0,0,0.46,0.12,0,0.29,0.87,0,0,0,0,,0
8112,1.598,2.8,2.48,0.94,1.1,0.67,0.4,1.19,1.46,1.07,0,0.51,0.26,0.71,0.99,0.8,0,0,
8114,7.238,6.2,7.94,7.75,7.5,6.8,5,4.3,4.23,1.9,4.2,7.01,6.7,5,3.5,1,2,,
8131,1.660,2.5,2,2,1.4,0.4,1,1.6,2.5,0.9,1,3.2,2,0.2,,,,,
8150,1.362,0.3,1,2.09,2.22,1.2,0.5,0,0,0,0,,,,,,,,
8163,1.300,2,2,2,0.3,0.2,0.6,0.5,1.5,1.2,1.5,2.5,1.73,0.5,0,,,0,0
8201,0.000,0,0,0,0,0,0,0.5,0.2,0.8,0.25,3.3,2.5,3.2,0.8,0.2,0.3,0.4,0.2
8210,2.820,3,3,2.6,3,2.5,2.5,2.5,2.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.8
8213,2.302,1.51,1.5,2,3.5,3,3,0.7,1.8,1.5,0.49,0.69,0.5,0.5,0.5,0,,0,
8215,0.740,0.9,0,1.2,1.3,0.3,0,0,0.06,0,0,0.4,0.1,0,0,1,0,0,
8222,0.580,0.3,0.8,0.8,0.5,0.5,0.5,0.3,0.4,0.3,0,,,,,,,,
8249,1.620,1.6,1.6,1.8,1.9,1.2,0.9,0.8,1.7,1,0.2,2.6,3.17,1,2.2,2,0,0,
8261,0.510,0.45,0.7,1,0.4,0,0,0,0.7,1,0.5,0.71,0.54,0.6,0.6,0,0,,
8271,2.242,2.6,2.4,2.01,2.2,2,1.62,1.44,1.28,0.6,0,0,1.3,0,0.8,0.8,0,0,0
8341,3.640,6,4.5,3.5,2.2,2,0.8,0.8,0.7,0.35,,,,,,,,,
8374,0.180,0.5,0.1,0,0,0.3,0.3,2,0.5,2,1,0.92,1.5,1.5,1.5,1.4,1,1,
8404,0.600,0.3,0.2,0.3,1.2,1,0.52,0.2,0,0,,,,,,,,,
8411,0.438,0.35,0.35,0.3,0.84,0.35,0.35,1,1,0.5,,,,,,,,,
8422,9.700,11,11.5,10,8,8,12.03,10.88,4.66,,,,,,,,,,
8427,2.270,0.35,4,3.6,1.5,1.9,3.5,3,6,,,,,,,,,,
8429,1.176,0.13,0.7,0.4,0.7,3.95,4.3,4.34,,,,,,,,,,,
8442,1.733,0,2.2,3,,,,,,,,,,,,,,,
8443,1.062,0.28,0.3,1.5,1.73,1.5,3,0.57,,,,,,,,,,,
8454,6.996,8,8,7,8.48,3.5,3.92,4.39,8.12,5.08,,,,,,,,,
8463,1.273,0.83,1.1,1,2.16,,,,,,,,,,,,,,
8464,7.020,10,10,8.08,0,,,,,,,,,,,,,,
8466,6.400,6,7,6.2,,,,,,,,,,,,,,,
8467,1.728,1.5,1.54,2.07,1.8,,,,,,,,,,,,,,
8473,3.200,3,3.2,3,3.6,,,,,,,,,,,,,,
8478,0.780,2.07,0.65,0.21,0.19,,,,,,,,,,,,,,
8480,4.050,4,6,2.15,,,,,,,,,,,,,,,
8481,2.933,3,2.2,3.6,,,,,,,,,,,,,,,
8482,6.990,6.99,,,,,,,,,,,,,,,,,
8488,1.233,1.2,2,0.5,,,,,,,,,,,,,,,
8497,2.300,3,2.9,1,,,,,,,,,,,,,,,
8499,4.275,5.05,3.5,,,,,,,,,,,,,,,,
8926,1.320,1.3,1.2,1.3,1.6,1.2,1.2,1.5,0.7,1,1.2,0.4,0.49,0.99,1.29,0.2,1,0.4,0.3
8940,0.000,0,0,0,0,0,1,2,0.85,0.1,1.1,0,1.1,1.5,1,1,1.4,0.5,1.5
8996,1.580,1,3,1.5,1.2,1.2,1,1,0.5,0,0.44,1,1.5,1,1.1,0.2,0,0,0.8
9802,2.752,4.11,3.19,1.99,2.47,2,2,0.6,,,,,,,,,,,
9902,0.040,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,1.500,2,1.5,1.5,1.5,1,1.5,1.3,1.2,1.5,0.5,1,1.79,1.5,1,1.01,0.5,0,0
9905,1.740,1.7,1.5,1.5,2,2,2,1.8,1.5,1,0.9,1,1,1,1,1.5,1,1,1
9906,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9907,0.460,0.5,0.38,0.32,0.45,0.65,0.15,0.55,0.8,0.7,0.65,0.8,0.55,0.12,0.4,0.3,0,0,0.2
9908,1.020,1.1,1,1,1,1,1,1,1,0.8,0.8,0.8,1,0.78,0.75,0.7,0.45,0.4,0.1
9910,4.440,5,5.2,5,3.7,3.3,2.2,1.8,1.8,1.8,1.2,2,1.4,1.8,1.8,1.6,2.2,1,0.8
9911,1.780,2.6,2.5,1.3,1.3,1.2,0.7,0.7,0.7,0.4,0.1,0.2,0,0.1,0.25,0,0,0,0
9912,0.400,0,0,0,1,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0
9914,4.860,2,4,5.5,6.8,6,5.5,3,3.3,3,2,2.8,1.8,1.7,0.6,0.5,0.28,0,0.2
9917,3.800,4,3.5,4,4,3.5,3.4,3.3,3.1,3,3,3.5,3,2.5,2.2,2,1.6,1.5,1
9918,1.170,1.2,1.15,1.2,1.1,1.2,1.2,1.2,1.4,0.7,1,1.3,1.3,0.55,1.1,1.13,1,0.93,1
9919,0.300,0.35,0.2,0.3,0.35,0.3,0.3,0.3,0.6,0.85,0.45,0.65,0.5,0.65,0.65,0.5,0.35,0.35,0.4
9921,5.460,3.5,5,6.2,6.6,6,5.5,5.5,5,4.5,2,3,3,3,3,3,2,1,0.7
9924,2.320,2,2.8,2.8,2,2,1.5,1.2,1.2,1.5,0.7,1.5,2.5,4,1.2,1.75,1.36,2,0.8
9925,1.940,2,2,2,1.9,1.8,1.8,1.7,1.7,1.6,1,1.8,1.6,1.3,1,1,0.5,0.5,0.5
9926,1.380,1.6,1.6,1.3,1.2,1.2,1.2,1.2,1.3,1.2,1.1,1,0.9,0.8,0.9,0.7,0.6,0.5,0.3
9927,2.400,3,2.5,2,2.5,2,2.2,1.6,2.29,3.5,0,6.6,2.5,2.5,3.5,1,0.5,0.5,0.5
9928,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
9929,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
9930,2.960,1,2.8,3.5,4.2,3.3,2.8,3,2.5,2.8,2.7,2.4,2.47,2.69,2,1.38,1,0.85,0.5
9931,1.100,1.2,1.2,1,1.3,0.8,1.7,0.5,1.6,1.6,0.3,0.9,0.8,0.7,0.7,0.45,0.3,0.3,0.3
9933,2.490,3.23,2.6,2.4,2.23,1.99,2.84,2.76,2.42,2.37,1.92,1.74,1.32,1,0.7,1.12,1,1.18,0.36
9934,0.886,1.5,0.98,1.2,0.5,0.25,0,1.1,0.69,0.98,0.5,1.51,1.39,1.02,1.9,0.4,0.31,0.5,0.5
9935,0.000,0,0,0,0,0,0,0,0,0,0,0.09,0.05,0.05,0.2,0.75,0.35,0.3,0.2
9937,1.560,2,2,1.4,1.2,1.2,1.3,3,4,1.6,1,1.6,1.8,1.1,1.3,0.75,1.6,0.75,0.35
9938,2.300,3,3,2,2,1.5,1,0.3,3,0.5,0.5,0.8,0.8,0.4,0.36,0.18,0.48,0.3,0.5
9939,2.340,2.5,2.5,2,2.2,2.5,3,3,3,2.5,2,0.8,1,0.8,1.2,1.49,1.47,0.75,1.25
9940,1.560,2.5,1,0.7,1,2.6,1.5,2,3,2.6,1.79,1.79,2.99,3,2.3,2,2.23,1.27,0.68
9941,5.074,5.9,4.81,4.72,5.1,4.84,2.95,2,2.8,2.7,1.7,1.7,1.5,2.3,2.7,2,2,2,1.8
9942,4.240,4.2,4,4,4,5,3.2,3.2,3.2,2.8,2.8,2.78,2.2,2,1.97,1.5,1.5,1.5,1.5
9943,4.000,4,4,4,4,4,3,3,1.5,0,1,0.5,0.5,0.5,0.5,1,1.2,2,0.5
9944,0.334,0.3,0.3,0.3,0.39,0.38,0.2,0.2,0.5,0.2,0.2,4,0.7,0.5,0.6,0.6,0.75,0.5,0.2
9945,2.080,2,0,0,4,4.4,2.91,1.8,1,0.95,0.4,1.3,1.9,0.8,0,0,0,0,0
9946,0.922,0.6,0.5,1,0,2.51,2.08,0,0,0,0,0,0,0,0.9,0.7,0.6,0.6,1
9955,0.000,0,0,0,0,0,0.3,0,1.74,2,1.3,1.6,0.7,0,0,0,0,0,1.5
9958,0.380,0.3,0.3,0.4,0.1,0.8,0.25,0,0.2,0.1,0,0.2,0.5,0.75,1.5,0,0,,0
